full_date,date,weekday,time,mood,activities,note_title,note
2023-01-19,Jan 19,Thursday,10:27 PM,Solid,work | friends | school | Milwuakee | < 15 mins on Instagram | Screen Time 5 Hours | lotion | floss | Lip Health | chest / core | gym | Spin Bike | prayer | Church group | Clean Mind Day and Night | Scripture | reading | gaming | tv show,"","Did everything I planned to do | smoothie tasted great | virtues and vices book was really good | RCIA | talked to Danny and Jacob in databases; friends in class now | went to 7/11 then to Tess’s apartment*"
2023-01-18,Jan 18,Wednesday,9:16 PM,okay,school | Milwuakee | < 15 mins on Instagram | Screen Time 4 Hours | lotion | floss | Lip Health | no sugary treats | prayer | Church group | Clean Mind Day and Night | Conversation with God | reading | gaming | tv show,"","RCIA with Connor and Steve * | Theo class in room with Sara and couple others | accepted into alpha sigma nu | saw Connor walk to Sophie’s and that hurt a little | log rolling officer meeting | kinda down rest of night "
2023-01-17,Jan 17,Tuesday,9:31 PM,okay,work | school | Milwuakee | Screen Time 3 Hours | lotion | floss | Lip Health | chest / core | gym | Spin Bike | no sugary treats | prayer | Clean Mind Day and Night | Scripture | reading | tv show,"","OD gym for first time was good | COEN class was good | lark has budget cuts | super frustrated because database script was erroring | database class was boring | I think I’m going to do the THEO learning specialist job | watched ep of walking dead and reading Thrawn"
2023-01-16,Jan 16,Monday,9:05 PM,Solid,friends | Milwuakee | < 15 mins on Instagram | Grocery Store | Screen Time 6 Hours | lotion | floss | Lip Health | chest / core | gym | Spin Bike | no sugary treats | prayer | Clean Mind Day and Night | Scripture | melatonin  | reading | gaming | Watched Sports,"","Good mood | gym at Lark | Will and I took forever to get my bike light to work | started Star Wars book | call with Sherry | Trader Joe’s with Connor and Sophie | bought homeless women a pizza | nfl game sucked "
2023-01-15,Jan 15,Sunday,10:55 PM,Solid,friends | Milwuakee | < 15 mins on Instagram | Screen Time 5 Hours | lotion | floss | Lip Health | no sugary treats | Dinner with friends  | church | prayer | Clean Mind Day and Night | Conversation with God | reading | Watched Sports,"","8 am mass with Will Sophie and Sara | finished Naturals book series | watched 3 NFL playoff games | third street market with Connor and Jon "
2023-01-14,Jan 14,Saturday,10:50 PM,good,Milwuakee | < 15 mins on Instagram | Screen Time 6 Hours | lotion | floss | Lip Health | chest / core | mountain dew | prayer | Spiritual Direction | retreat | Clean Mind Day and Night | Scripture | reading | Watched Sports,"","MTD Pitch Black was really good | end of retreat | happy it was Saturday | lunch talked to Hannah and Jacob | van ride back with Joe | new room at apartment | got local file music on Spotify working | saw Sophie’s Spotify and now she’s struggling and I might be able to support her and Connor | Jags comeback win *"
2023-01-13,Jan 13,Friday,8:18 PM,okay,Screen Time 5 Hours | lotion | floss | Lip Health | chest / core | gym | no sugary treats | church | prayer | Spiritual Direction | retreat | Reflection | reading | tv show,"","Finished reading prayer journal | circa waves new album came out | throwing ball lefty off wall * | felt loved by Jesus after watching the chosen * | in a state of I don’t give a f*ck | “healing” prayer service "
2023-01-12,Jan 12,Thursday,8:24 PM,okay,Screen Time 4 Hours | lotion | floss | Lip Health | chest / core | prayer | Spiritual Direction | retreat | Clean Mind Day and Night | Scripture | Conversation with God | reading,"","Slept for 11 hours | walk to gas station and found Pitch Black | difficult time praying | cleaned shoes | green smoothie and What’s Wright | short spiritual direction | feeling apathetic | listened to music "
2023-01-11,Jan 11,Wednesday,7:57 PM,okay,Screen Time 3 Hours | lotion | floss | Lip Health | chest / core | gym | church | prayer | Spiritual Direction | retreat | Clean Mind Day and Night | Conversation with God | Lexio Davina | reading,"","Slept past alarm and got total of 10.5 hours | tired all day | good reflection about Sophie | drank a coke and watched playoff betting show * | spiritual direction kinda ran out of things to say | so hungry for dinner | jammed out to music "
2023-01-10,Jan 10,Tuesday,9:04 PM,okay,Screen Time 3 Hours | lotion | floss | Lip Health | chest / core | Spin Bike | prayer | Spiritual Direction | retreat | Clean Mind Day and Night | Scripture | Conversation with God | Reflection | reading | tv show,"","Multiple prayers including scripture journaling reflecting and walking with God | sold Noah Kahan concert ticket to Molly | Mr.Brightside goes hard rn |spiritual direction with Ramano and it was really good and he asked tough questions * | going to let go of Sophie | The Chosen"
2023-01-09,Jan 9,Monday,9:00 PM,bad,friends | Screen Time 3 Hours | floss | Lip Health | no sugary treats | Dinner with friends  | prayer | retreat | Clean Mind Day and Night | Rosary,"","Conner’s house | Dirt smoothies | Mary Shrine | painful being in car with Sophie and Conner | Culver’s | Madden with Conner * | Silent retreat started | dinner with Joe Philip and a couple adults who were cool | crying about Sophie | was so tired all day"
2023-01-08,Jan 8,Sunday,11:59 PM,bad,friends | Screen Time 6 Hours | floss | Other Sports | no sugary treats | Dinner with friends  | church | prayer | Clean Mind Day and Night | Religious Meditation | tv show,"","(2 am) Conner’s room with Sophie and Conner | realized Sophie and Conner like each other | emotional trauma | couldn’t sleep and ended up getting 3 hours | mass I was fidgeting | breakfast burrito at restaurant | watched NFL | played football at field but got cooked by Molly’s brother | threw TD pass to Sophie * | at Packers game but they lost | tired mood"
2023-01-07,Jan 7,Saturday,8:00 PM,Solid,friends | Milwuakee | Screen Time 4 Hours | lotion | floss | Lip Health | chest / core | gym | Spin Bike | mountain dew | prayer | Clean Mind Day and Night | Conversation with God | tv show,"","Gym and talked with Sophie at counter | drive to Green Bay; was in back seat and missed out on some convo | Conner’s house | ice skating | Euker game | guessing game then talking "
2023-01-06,Jan 6,Friday,9:57 PM,okay,Ventura | Milwuakee | Screen Time 8 Hours | lotion | Lip Health | chest / core | no sugary treats | prayer | Clean Mind Day and Night | Rosary | reading | tv show,"","Flight to Milwaukee | Jon picked me up | alone in apartment | overthinking and anxiety with the Sophie Jersey situation | went to Walgreens and 7/11 multiple times trying to find food and smoothie ingredients | ran into Tess who is moving apartments"
2023-01-05,Jan 5,Thursday,8:08 PM,okay,family | Ventura | < 15 mins on Instagram | Screen Time 6 Hours | lotion | floss | Lip Health | chest / core | no sugary treats | prayer | Clean Mind Day and Night | Scripture | melatonin  | reading | gaming,"","Scare about flight | walk with Katie and Mom + Mission Burrito "
2023-01-04,Jan 4,Wednesday,10:06 PM,okay,family | Ventura | < 15 mins on Instagram | Screen Time 5 Hours | lotion | floss | Lip Health | Pickle Ball | no sugary treats | prayer | Confession | Scripture | Conversation with God | gaming | tv show,"","Pickleball with Dad | first ATP and Ernie | blenders with Mom and Katie | confession"
2023-01-03,Jan 3,Tuesday,10:00 PM,okay,Ventura | Screen Time 6 Hours | lotion | floss | Lip Health | chest / core | Pickle Ball | no sugary treats | prayer | Scripture | reading | gaming | tv show,"","Dentist appointment | FaceTime with Sophie(started cuz organizing Packer thing) | second brief FaceTime with Sophie and Jon | pickleball | think I’m in a slump "
2023-01-02,Jan 2,Monday,10:47 PM,okay,family | friends | Ventura | Screen Time 6 Hours | lotion | floss | Lip Health | chest / core | Pickle Ball | no sugary treats | Dinner with friends  | prayer | Clean Mind Day and Night | Scripture | reading | gaming | Watched Sports,"","Terrible time playing Pickleball with Dad | went silent | texts from Sophie about how she’s using my smoothie recipe * | planning Packer trip | Clipper game with Cameron and his grandpa | security guy side eyeing me the whole time "
2023-01-01,Jan 1,Sunday,8:12 PM,Solid,family | Ventura | < 15 mins on Instagram | Screen Time 5 Hours | lotion | floss | Partial Dew | church | prayer | Clean Mind Day and Night | Scripture | reading | tv show | Watched Sports,"","Mass with Dad | Packers won big | texting Sophie during the game * | Spotify year library playlist "
2022-12-31,Dec 31,Saturday,9:18 PM,okay,family | Ventura | Screen Time 6 Hours | lotion | floss | Lip Health | chest / core | mountain dew | prayer | Clean Mind Day and Night | Reflection | reading | gaming | Watched Sports,"","Reflection document | big lots with Mom | college football | feeling more reserved and grumpy | Georgie beat Ohio in intense game * | New Years texts"
2022-12-30,Dec 30,Friday,9:09 PM,Solid,family | Ventura | Screen Time 7 Hours | lotion | floss | chest / core | Pickle Ball | prayer | Reflection | reading | gaming,"","Pickleball with Dad in drizzle | played one of my worst games | reflected over every single Daylio entry of the year | Lego Star Wars "
2022-12-29,Dec 29,Thursday,8:19 PM,Solid,# | Ventura | < 15 mins on Instagram | Screen Time 5 Hours | lotion | floss | Blood Donation | Lip Health | chest / core | Partial Dew | prayer | Conversation with God | Outside Reading | reading | gaming,"","Good prayer | Walmart | blood donation | ASICS | good deals and was a good time driving alone | #"
2022-12-28,Dec 28,Wednesday,9:34 PM,Solid,family | friends | Ventura | < 15 mins on Instagram | Screen Time 5 Hours | lotion | floss | chest / core | Pickle Ball | prayer | Clean Mind Day and Night | Outside Reading | reading | gaming,"","Pickleball with Zach Dylan and Michael then pickleball with Dad * | remembering date with Sophie all too well | Lego Star Wars"
2022-12-27,Dec 27,Tuesday,9:44 PM,okay,family | movie | Ventura | < 15 mins on Instagram | Screen Time 5 Hours | lotion | floss | chest / core | Pickle Ball | prayer | Outside Reading | reading | tv show,"","Pickleball with Dad | played same women 6 times | might have pulled hip flexor | think I’m going to take a COEN elective | watched Let it Snow and really liked it * | asked Sophie about uncle and grandpa (thanks God for the idea) *"
2022-12-26,Dec 26,Monday,8:31 PM,Solid,family | friends | Ventura | < 15 mins on Instagram | Screen Time 5 Hours | lotion | floss | Lip Health | chest / core | ultimate frisbee | prayer | Conversation with God | reading | gaming | tv show,"","Walk with Mom | spent some time at the beach | ultimate frisbee with the guys * "
2022-12-25,Dec 25,Sunday,8:11 PM,Solid,family | Ventura | Screen Time 4 Hours | lotion | floss | Lip Health | Dinner with friends  | prayer | Clean Mind Day and Night | Outside Reading,"","Great presents | got to play my Christmas playlist | hung out with Family at Aunt Tina’s | people there: Bubba, Owen, Davy, Alex,Tina,Michael,Shiege,Noko,Ronda, my fam | Cali doesn’t feel like home anymore"
